Date;title;category;account;amount;type;;;;;;;
02/03/2024;Gym;Bills & Fees;Salary Bank;35000;EXPENSE;;;;;;;ad66a270-0056-4148-be7c-6199eae7d39d
01/03/2024;Snacks;Food & Drinks;Salary Bank;60000;EXPENSE;;;;;;;40b7079e-37c7-401d-9dae-5bf0e533b631
01/03/2024;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;7025737f-0608-4b31-9154-23b2227b234f
01/03/2024;RtA;Transport;Metro Card;35000;EXPENSE;;;;;;;89f3150a-f603-4654-a154-cedc073384cb
01/03/2024;Baba;Bills & Fees;Salary Bank;35000;EXPENSE;;;;;;;df67e7ac-58c8-45a7-965b-5ee8bfe11fa1
29/02/2024;Fancode;Bills & Fees;Salary Bank;599000;EXPENSE;;;;;;;0ad70268-59c2-401a-9dde-75d0e522a975
29/02/2024;Snacks;Food & Drinks;Salary Bank;60000;EXPENSE;;;;;;;b1624d02-5311-4b53-be35-0e1f60a494c1
29/02/2024;Salary;Transport;Salary Bank;35000;INCOME;;;;;;;a3deccb4-c8cb-4ad6-86c7-2d36d7cf269c
29/02/2024;Adjust balance;Transport;Savings Bank;45020;EXPENSE;;;;;;;4c5a88f6-594d-4ad7-a8ba-5f455bc72f54
29/02/2024;Adjust balance;Transport;Savings Bank;0;INCOME;;;;;;;9ada27bb-efbf-4daf-aac1-74110da39327
29/02/2024;Petrol;Transport;Savings Bank;100000;EXPENSE;;;;;;;e2e5b5a7-348f-4f31-9250-23d6499e0152
29/02/2024;Baba;Bills & Fees;Cash;100000;EXPENSE;;;;;;;5360227b-775b-47d3-8489-7f1679f067f1
29/02/2024;Maa;Bills & Fees;Cash;150000;EXPENSE;;;;;;;06538b64-9e2d-4e7b-8734-a8fd3c880717
28/02/2024;Bus;Transport;Cash;10000;EXPENSE;;;;;;;653f0ed6-dc67-4461-8de2-5f0acef7f4ef
28/02/2024;RtA;Transport;Metro Card;35000;EXPENSE;;;;;;;a3be3b72-f952-42bf-b44c-8af2edd26e1f
28/02/2024;Snacks;Food & Drinks;Savings Bank;60000;EXPENSE;;;;;;;5b30eea0-0977-4218-b662-d3187e51e872
28/02/2024;AtR;Transport;Cash;35000;EXPENSE;;;;;;;efc7195a-c510-47ff-984e-75957f4c2471
28/02/2024;Adjust balance;Transport;Cash;15000;EXPENSE;;;;;;;0688881a-02ea-4e75-a18c-0aacf86d4f3e
27/02/2024;Bus;Transport;Cash;10000;EXPENSE;;;;;;;177da0e6-fc87-4d70-9e0f-d380556705d6
27/02/2024;RtA;Transport;Metro Card;35000;EXPENSE;;;;;;;37596680-833a-4ce2-af28-0fb48c79e2fc
27/02/2024;Shawarma 🌯;Food & Drinks;Savings Bank;140000;EXPENSE;;;;;;;b187bdd8-06d4-4a33-81e7-0b640f131fbe
27/02/2024;Bus;Transport;Cash;10000;EXPENSE;;;;;;;0ada151b-3915-404a-9591-71d1919208e4
27/02/2024;Snacks;Food & Drinks;Savings Bank;35000;EXPENSE;;;;;;;3220398f-eba2-4c2a-90c5-b07e6c36e506
27/02/2024;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;a99d7484-c4af-46f6-bfc4-79e9d5707588
26/02/2024;Withdraw;Transport;Savings Bank;0;TRANSFER;INR;Cash;500;INR;;;0af77061-734f-4899-b5e0-2c2d27528bdd
26/02/2024;Bus;Transport;Cash;10000;EXPENSE;;;;;;;fed14e7d-aec4-4dd8-bae2-f453ad59b039
26/02/2024;Snacks;Food & Drinks;Savings Bank;60000;EXPENSE;;;;;;;6d7529a3-d8fc-41e5-a8a5-1ac1e1eeacf8
26/02/2024;Recharge;Transport;Savings Bank;0;TRANSFER;INR;Metro Card;200;INR;;;4fe8ab61-116d-47fc-aa31-4bad0bba0340
26/02/2024;Adjust balance;Transport;Savings Bank;940000;INCOME;;;;;;;e37a62bc-79d5-4915-828d-8495b7108f71
26/02/2024;Adjust balance;Transport;Cash;10000;EXPENSE;;;;;;;b4dd44d5-ee95-4f42-b96c-06a9cd753c63
26/02/2024;Bus;Transport;Cash;10000;EXPENSE;;;;;;;dd308ccf-2f76-4a54-9d24-ecf39266a704
26/02/2024;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;716d7c97-72f0-46ac-9e85-45f29cc28af7
26/02/2024;RtA;Transport;Metro Card;35000;EXPENSE;;;;;;;d42b4524-2121-42ff-b062-d0521f619197
26/02/2024;Baba;Bills & Fees;Cash;200000;EXPENSE;;;;;;;edd48883-c17b-4393-a60c-8a49229dfea1
26/02/2024;Maa;Bills & Fees;Cash;50000;EXPENSE;;;;;;;ce5ddaa2-2d10-490c-87fb-3a9e21fadd00
24/02/2024;Snacks;Food & Drinks;Cash;50000;EXPENSE;;;;;;;53324354-3b71-4ffe-80a7-efc4079d6c91
24/02/2024;Snacks;Food & Drinks;Cash;35000;EXPENSE;;;;;;;073f8087-3cc6-4314-84c0-0c023fa91f95
23/02/2024;Snacks;Food & Drinks;Cash;25000;EXPENSE;;;;;;;fd892637-d1c5-4d9a-898e-500aba22e05a
23/02/2024;Bus;Transport;Cash;10000;EXPENSE;;;;;;;d0610ed8-9a05-4588-9575-77a9fe802563
23/02/2024;RtA;Transport;Metro Card;35000;EXPENSE;;;;;;;3da4b106-96ea-4311-9578-a4127fea6d3f
23/02/2024;Bus;Transport;Cash;10000;EXPENSE;;;;;;;33866342-67a8-464c-b8f6-39e54cf9dd35
23/02/2024;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;d8652f8d-b0a1-4d30-8047-a56046f97482
22/02/2024;Bb;Bills & Fees;Savings Bank;50000;EXPENSE;;;;;;;c9d3934b-a742-404f-87fe-72bde8ae316f
22/02/2024;Bus;Transport;Cash;10000;EXPENSE;;;;;;;31bf0c14-b26a-43a1-9df8-8ce264c0884a
22/02/2024;RtA;Transport;Metro Card;35000;EXPENSE;;;;;;;c5f31217-d9d2-444c-8fa1-f9257ee33c39
22/02/2024;Stonks;Bills & Fees;Savings Bank;180000;EXPENSE;;;;;;;a86a3725-dad4-46f3-8a7a-81d68a3946ae
22/02/2024;Bus;Transport;Cash;10000;EXPENSE;;;;;;;93ccac34-be5e-4b3c-8504-edf51d7f613e
22/02/2024;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;630b7038-0702-4b8e-adf5-8a7a54e89e22
21/02/2024;Snacks;Food & Drinks;Savings Bank;30000;EXPENSE;;;;;;;c31c32d5-b959-4913-853d-263d8425641a
21/02/2024;Bus;Transport;Cash;10000;EXPENSE;;;;;;;3cfb096f-72a9-4edd-aa47-b3e17da58afb
21/02/2024;RtA;Transport;Metro Card;35000;EXPENSE;;;;;;;51e37474-61ae-4527-a4d0-f2b324930fb5
21/02/2024;Recharge;Bills & Fees;Savings Bank;259000;EXPENSE;;;;;;;9790eae9-6d97-4779-b0d8-8acc525c3d2f
20/02/2024;Play store;Bills & Fees;Savings Bank;9000;EXPENSE;;;;;;;79ceb914-5c60-4e8c-a497-9ddd3c9d922c
20/02/2024;Bus;Transport;Cash;10000;EXPENSE;;;;;;;32de8e9c-fb09-4e3b-9508-1a00331b580b
20/02/2024;RtA;Transport;Metro Card;35000;EXPENSE;;;;;;;75850324-3443-49ee-89ca-7aec5cc54dbd
20/02/2024;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;ed5b0405-8c30-4abb-86db-be53123f7392
19/02/2024;Bus;Transport;Cash;10000;EXPENSE;;;;;;;20c71085-aa48-44ed-a48c-9f0b2f8dc72c
19/02/2024;RtA;Transport;Metro Card;35000;EXPENSE;;;;;;;c8088ac9-839c-4618-ba2f-2afba7656be4
19/02/2024;AtR;Transport;Savings Bank;35000;EXPENSE;;;;;;;2132e968-ad60-4321-a8b2-0894a42eb461
19/02/2024;Reacharge;Transport;Savings Bank;0;TRANSFER;INR;Metro Card;300;INR;;;2bfceddd-bccd-4b42-8430-b53359586443
18/02/2024;Biryani;Transport;Savings Bank;0;TRANSFER;INR;Cash;230;INR;;;805d8ed7-f77f-465c-8aff-c4f8cbd4d4e5
18/02/2024;Biryani 🍚;Food & Drinks;Savings Bank;250000;EXPENSE;;;;;;;f2afa71b-f8c2-42a9-a2a4-e2aa3d24e908
18/02/2024;Juice;Food & Drinks;Savings Bank;40000;EXPENSE;;;;;;;a5f17721-694a-4706-a280-8d6130c13171
18/02/2024;Snacks;Food & Drinks;Cash;40000;EXPENSE;;;;;;;994c153b-7e78-4836-bba0-c85a2d9107b1
18/02/2024;Book;Bills & Fees;Savings Bank;150000;EXPENSE;;;;;;;b6d991db-af2f-448d-aebb-9a66d949e77b
18/02/2024;Entry fee;Bills & Fees;Cash;50000;EXPENSE;;;;;;;f8b7204e-daf1-4c2d-9df0-89046ae8d011
17/02/2024;Bus pass;Bills & Fees;Savings Bank;430000;EXPENSE;;;;;;;92ce0350-9438-4955-8be1-cc7ef7389e40
17/02/2024;Juice;Food & Drinks;Savings Bank;20000;EXPENSE;;;;;;;1c093793-5337-4af0-8e1c-79695f2145ae
17/02/2024;Adjust balance;Transport;Cash;16000;EXPENSE;;;;;;;0a045302-ce7d-4e50-a9f2-c6139e251dcd
17/02/2024;Adjust balance;Transport;Savings Bank;130000;INCOME;;;;;;;8ada7b19-09e4-4d74-b9ab-5f41949650c4
16/02/2024;RtA;Transport;Metro Card;35000;EXPENSE;;;;;;;7298243c-ca0c-4d59-afd1-0c462d2d1708
16/02/2024;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;21df7b34-2d9f-4f08-8aa0-2446dd36ff00
15/02/2024;RtA;Transport;Metro Card;35000;EXPENSE;;;;;;;d6a8d284-8c53-4e73-8b34-37af1685b493
14/02/2024;Snack;Food & Drinks;Savings Bank;100000;EXPENSE;;;;;;;69e5903c-f9b5-4c14-a570-5f1f9afe4ffb
14/02/2024;Petrol;Transport;Savings Bank;100000;EXPENSE;;;;;;;8a95b62e-83fa-4320-8f44-956473cba9a6
14/02/2024;Petrol;Transport;Savings Bank;100000;EXPENSE;;;;;;;9f699824-40ff-44a6-9125-871fb9097bdd
13/02/2024;RtA;Transport;Metro Card;35000;EXPENSE;;;;;;;474e5115-4a65-4584-98a7-fe0faf7dfdb5
13/02/2024;Recharge;Transport;Savings Bank;0;TRANSFER;INR;Metro Card;200;INR;;;163e85e4-a4b3-4eb8-8e70-b50f0c21e07c
13/02/2024;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;ff1178f7-b374-4464-bf56-e0aba41084cb
13/02/2024;Bus;Transport;Cash;10000;EXPENSE;;;;;;;d3da38b8-6ccf-4f4e-935f-bd2c85a37a00
12/02/2024;RtA;Transport;Metro Card;35000;EXPENSE;;;;;;;7f89deed-d78b-4a12-9fea-3c1a1e4f68c0
12/02/2024;Bus;Transport;Cash;10000;EXPENSE;;;;;;;c29f37a8-a0d2-4234-b8cb-7628edf20d28
12/02/2024;Adjust balance;Transport;Metro Card;2000;INCOME;;;;;;;f40fb071-e685-493d-8aa2-6092d2fae6bb
11/02/2024;Snacks;Food & Drinks;Savings Bank;130000;EXPENSE;;;;;;;74249cc1-c199-4b99-8730-c6fc7b2dbdc8
10/02/2024;Snacks;Food & Drinks;Savings Bank;45000;EXPENSE;;;;;;;e0de97e9-4f44-43c3-b6d2-7993ee603f4e
10/02/2024;Auto;Transport;Cash;20000;EXPENSE;;;;;;;6eb0f01d-e750-4ff1-ab33-6dafaf42855d
09/02/2024;Snacks;Food & Drinks;Savings Bank;145000;EXPENSE;;;;;;;d42751f9-e321-4135-afde-cdf1a06abc56
09/02/2024;Pants;Bills & Fees;Savings Bank;998000;EXPENSE;;;;;;;060ac70f-bab8-4a4a-a097-6117fa1f624f
09/02/2024;;Transport;Savings Bank;2000;INCOME;;;;;;;279c0d55-905f-4251-be74-b63c3132954d
08/02/2024;Ice cream;Bills & Fees;Savings Bank;102000;EXPENSE;;;;;;;ad8e486c-5e2a-4a11-b9fe-193436acb103
08/02/2024;Pizza;Food & Drinks;Savings Bank;247000;EXPENSE;;;;;;;b01b3057-4d4c-42ca-a415-853988d601f4
08/02/2024;;Transport;Savings Bank;2000;EXPENSE;;;;;;;d838872e-9c06-45bc-938c-77fdaa1a262c
08/02/2024;Shirt;Bills & Fees;Savings Bank;999000;EXPENSE;;;;;;;1dc7a9b4-0430-4421-b4e4-46c4effd741c
08/02/2024;Pant;Bills & Fees;Savings Bank;799000;EXPENSE;;;;;;;471a4ec1-e19e-4733-b634-271fc9125516
07/02/2024;RtA;Transport;Savings Bank;35000;EXPENSE;;;;;;;dd5d2835-1b0a-471f-9f71-ec6d80ee22ae
07/02/2024;UPI lite;Bills & Fees;Savings Bank;1000;EXPENSE;;;;;;;63eddb48-80da-418f-a86b-dafd95195187
06/02/2024;Bus Pass;Transport;Savings Bank;440000;EXPENSE;;;;;;;99328e74-8724-4638-8d70-2d25bfcec92d
06/02/2024;Baba;Bills & Fees;Savings Bank;35000;EXPENSE;;;;;;;1d11a99a-7348-4949-ada7-30d3a8097e6f
05/02/2024;Withdraw;Transport;Savings Bank;0;TRANSFER;INR;Cash;400;INR;;;b7c0856f-3aae-41b7-84ac-6708a78ca23c
05/02/2024;Snacks;Food & Drinks;Savings Bank;90000;EXPENSE;;;;;;;b5cccc28-c12f-4413-9651-d8ecf7af23ce
05/02/2024;Exam;Bills & Fees;Savings Bank;400000;EXPENSE;;;;;;;deadec63-2646-49bb-9802-98112a167b2b
05/02/2024;Adjust balance;Transport;Cash;40000;EXPENSE;;;;;;;0e303bdc-09f4-47af-bf1f-2e165527d4cb
03/02/2024;Stonks;Bills & Fees;Savings Bank;4450;INCOME;;;;;;;820811e1-ba26-45d1-b860-f5368ff83e6a
03/02/2024;Baba birthday;Bills & Fees;Savings Bank;839000;EXPENSE;;;;;;;299ce943-18e0-4453-ae93-6fe02398e695
03/02/2024;Auto;Transport;Savings Bank;20000;EXPENSE;;;;;;;75624ff4-1667-4366-af86-9a159b53d3a8
03/02/2024;Baba;Bills & Fees;Savings Bank;35000;EXPENSE;;;;;;;053746fe-3d7b-45c3-b2d2-331b66013b70
02/02/2024;Petrol;Transport;Savings Bank;200000;EXPENSE;;;;;;;19717a84-a4af-458e-8f47-cb783c18e2f7
02/02/2024;Book;Bills & Fees;Savings Bank;299000;EXPENSE;;;;;;;6cbacbd5-65fd-4b8f-b06e-df2274b10d26
01/02/2024;Netflix;Bills & Fees;Savings Bank;99000;EXPENSE;;;;;;;fd6ef510-2661-4442-ab50-2993080907b4
01/02/2024;Snacks;Food & Drinks;Savings Bank;40000;EXPENSE;;;;;;;201d5cba-12b0-4bd1-8f39-4af868e31339
01/02/2024;Petrol;Bills & Fees;Savings Bank;100000;EXPENSE;;;;;;;3342c9d0-9954-418e-a794-368926d9a0bf
01/02/2024;Chotu;Bills & Fees;Savings Bank;100000;EXPENSE;;;;;;;7bf4d996-6c65-4aaf-b3e8-11d6e1920314
01/02/2024;Gym;Bills & Fees;Savings Bank;35000;EXPENSE;;;;;;;d691831c-f13e-43db-b7d0-47797e71314b
31/01/2024;Milk;Bills & Fees;Savings Bank;88000;EXPENSE;;;;;;;6f7937d1-4f19-43b0-8995-ce40e9f86c11
31/01/2024;Petrol;Transport;Savings Bank;100000;EXPENSE;;;;;;;d385a8ba-2629-4327-b06d-10858e5a3431
31/01/2024;Sid;Bills & Fees;Savings Bank;200000;EXPENSE;;;;;;;9cda5ee8-bf4c-4cb1-aaeb-3c06ca6383cd
31/01/2024;Baba;Bills & Fees;Savings Bank;35000;EXPENSE;;;;;;;e7880d54-b894-4a12-b013-5b03d16b27db
31/01/2024;Snacks;Food & Drinks;Savings Bank;60000;EXPENSE;;;;;;;b5dc83a3-cb88-42c5-a56f-47cb2239dc44
31/01/2024;Chotu;Bills & Fees;Savings Bank;100000;INCOME;;;;;;;0c443baf-5e95-445d-a5c2-656b2c7b1a09
31/01/2024;Petrol;Bills & Fees;Savings Bank;100000;EXPENSE;;;;;;;62118d67-5a0f-42f1-bb02-34099c26f44d
31/01/2024;Salary;Bills & Fees;Savings Bank;35000;INCOME;;;;;;;91a13914-921d-4b26-af25-d94368470f27
30/01/2024;Baba;Bills & Fees;Savings Bank;100000;EXPENSE;;;;;;;53b5304a-921f-4999-a557-43da2f06cf2a
30/01/2024;Sid;Bills & Fees;Savings Bank;200000;INCOME;;;;;;;c36b5ccf-3581-4fba-b88d-92479aaf151c
30/01/2024;Oil;Bills & Fees;Savings Bank;100000;EXPENSE;;;;;;;8c478434-6a8f-4a3a-a280-b2d1eb159b36
29/01/2024;Baba;Bills & Fees;Savings Bank;100000;INCOME;;;;;;;4e4ff565-4f96-4dde-bd08-0a07be2de96b
29/01/2024;RtA;Transport;Savings Bank;35000;EXPENSE;;;;;;;489ba951-574c-47e6-9f70-283a8625ac2b
29/01/2024;Tire;Bills & Fees;Savings Bank;700000;EXPENSE;;;;;;;07d637a4-e28a-427c-91c2-97166574c171
27/01/2024;Adjust balance;Transport;Cash;26000;INCOME;;;;;;;61362b52-55cd-4a35-870c-96c1075cb969
27/01/2024;Petrol;Bills & Fees;Savings Bank;250000;EXPENSE;;;;;;;73a54227-a3b9-4371-8991-757c3b4fb080
27/01/2024;Noodles;Food & Drinks;Savings Bank;60000;EXPENSE;;;;;;;8371faa5-187d-4cb7-9638-0f6dfaa81e66
27/01/2024;Xerox;Bills & Fees;Savings Bank;5000;EXPENSE;;;;;;;f1721a7d-5545-47bf-9b90-6b06960977d5
27/01/2024;Xerox;Bills & Fees;Savings Bank;27000;EXPENSE;;;;;;;a3ec4156-7982-452e-a216-0e24807db19c
26/01/2024;Snacks;Food & Drinks;Savings Bank;50000;EXPENSE;;;;;;;c28e68ff-8145-47dc-9f09-44961badf8e7
25/01/2024;Snacks;Food & Drinks;Savings Bank;120000;EXPENSE;;;;;;;bc569445-924a-4f41-ba8a-cfaebad5b670
24/01/2024;AtR;Transport;Savings Bank;35000;EXPENSE;;;;;;;e7e84fa0-cad7-4e3a-ab5f-bbbbb660fef4
24/01/2024;Adjust Balance;Transport;Savings Bank;1000;EXPENSE;;;;;;;82313b51-7a73-4fda-af6e-c7fadcd160c2
24/01/2024;License;Bills & Fees;Savings Bank;300000;EXPENSE;;;;;;;2b4c9f29-f45d-450b-97c2-90e5405939ab
23/01/2024;Snacks;Food & Drinks;Savings Bank;115000;EXPENSE;;;;;;;5e6505ce-b9a0-427c-a657-19dde6dc7019
22/01/2024;Grand original;Bills & Fees;Savings Bank;30000;EXPENSE;;;;;;;36f3eb09-6f6a-4e5b-91f8-8e41d93ef8a4
21/01/2024;Shampoo;Bills & Fees;Savings Bank;4000;EXPENSE;;;;;;;ee3dc653-328a-4970-8b6a-ef34275c8c66
21/01/2024;Haircut;Bills & Fees;Savings Bank;150000;EXPENSE;;;;;;;999ee300-2c54-46fa-b342-1de14cfea372
20/01/2024;Recharge;Bills & Fees;Savings Bank;259000;EXPENSE;;;;;;;08b1619c-e9fd-4495-bbcc-34657dd1f02c
20/01/2024;Auto;Transport;Cash;20000;EXPENSE;;;;;;;38b21bfe-b68e-4d98-b6ef-32dcbeac1926
18/01/2024;Auto;Transport;Cash;20000;EXPENSE;;;;;;;1c861ef9-f216-41f8-b4a7-83fed31c724d
18/01/2024;Snacks;Food & Drinks;Savings Bank;111000;EXPENSE;;;;;;;1e9d9edb-85aa-423c-b725-9112a2f93daf
16/01/2024;Juice;Food & Drinks;Savings Bank;20000;EXPENSE;;;;;;;066cda8c-34ac-483b-9fae-86c251c0b718
16/01/2024;Shawarma 🌯;Food & Drinks;Savings Bank;130000;EXPENSE;;;;;;;325d7ce7-3b80-458e-bc2e-2a6f99e0e66e
16/01/2024;Bike;Transport;Savings Bank;30000;EXPENSE;;;;;;;e5bc106a-3d23-4934-a2f6-0fa7899c38a0
16/01/2024;Auto;Transport;Cash;20000;EXPENSE;;;;;;;fb002695-e190-4f6d-98d4-d13ca75ccaa4
16/01/2024;Rent;Bills & Fees;Savings Bank;35000;EXPENSE;;;;;;;064cbb70-db59-4ef3-942d-06baaae83f6b
15/01/2024;Juice;Food & Drinks;Savings Bank;75000;EXPENSE;;;;;;;ab0b6158-98bd-4e51-b064-e2fc9936c691
14/01/2024;Recharge;Bills & Fees;Savings Bank;900;EXPENSE;;;;;;;145120d9-1acd-4e76-aea0-3f989b3cb972
13/01/2024;Snack;Transport;Savings Bank;30000;EXPENSE;;;;;;;7e8df008-d9ee-47e8-85e1-7edb5b8926bc
13/01/2024;Snacks;Bills & Fees;Savings Bank;60000;EXPENSE;;;;;;;fac77f58-e2be-4305-9b5f-41235fb83dc6
13/01/2024;Auto;Transport;Cash;20000;EXPENSE;;;;;;;ff44294b-b77b-44d5-be45-ab449073ba8d
12/01/2024;RtA;Transport;Savings Bank;35000;EXPENSE;;;;;;;65c1add8-7f6f-4a18-8b1b-c6c3fc84c9de
12/01/2024;Burger AM;Food & Drinks;Savings Bank;99000;EXPENSE;;;;;;;719cc580-7a38-4261-8b62-fb8b1b06750f
12/01/2024;Breakfast;Food & Drinks;Savings Bank;30000;EXPENSE;;;;;;;f2509f7f-43ee-4eab-9603-1d246916f308
11/01/2024;Aloo bhujia;Food & Drinks;Savings Bank;10000;EXPENSE;;;;;;;afc9d2e4-50a3-4659-ab86-885cbaf2be50
11/01/2024;Adjust balance;Transport;Cash;16000;INCOME;;;;;;;88e8d97e-5ba9-4ef9-8eef-6815400831f2
11/01/2024;Something;Transport;Cash;5000;EXPENSE;;;;;;;92044b8c-15a9-42e3-a82c-a5de71d776a0
11/01/2024;Stonks;Bills & Fees;Savings Bank;400000;EXPENSE;;;;;;;631b0e48-8bdb-4b11-a232-5a8f05614a64
11/01/2024;Bus;Transport;Cash;10000;EXPENSE;;;;;;;3b02b38c-294f-46bc-99a9-1ae80f912127
11/01/2024;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;b3b6b50d-2ce5-4bb4-96c7-6d498e8f7a63
10/01/2024;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;25745581-b08b-45fe-a7a8-b7beb53b435e
10/01/2024;Auto;Transport;Savings Bank;20000;EXPENSE;;;;;;;832fc5ad-8ad1-4d90-aa63-a37be9bf5646
09/01/2024;Sid PayUp;Bills & Fees;Savings Bank;200000;EXPENSE;;;;;;;d6457ef5-8369-4902-9d0f-a0b01a4c8b14
09/01/2024;Adjust balance;Transport;Savings Bank;50220;EXPENSE;;;;;;;767d6824-19d2-4f20-9aaf-bc9575386cdc
09/01/2024;Adjust balance;Transport;Cash;20000;EXPENSE;;;;;;;5417947f-d604-4ce8-8e2d-96d51ecd8fae
09/01/2024;Sid PayUp;Bills & Fees;Savings Bank;200000;INCOME;;;;;;;81ba4bd5-29e6-4e82-9ba9-3e53b50bb099
09/01/2024;RtA;Transport;Savings Bank;35000;EXPENSE;;;;;;;026d61f6-1c38-42dc-b3df-6d43d7ab8e82
09/01/2024;Recharge;Transport;Savings Bank;0;TRANSFER;INR;Metro Card;100;INR;;;3cb293f6-822e-4eef-837c-18447b92de5f
09/01/2024;Bus;Transport;Cash;20000;EXPENSE;;;;;;;67b5b70e-1701-4569-a03d-2fcc9d4f776d
08/01/2024;Payup;Food & Drinks;Savings Bank;280000;EXPENSE;;;;;;;30df268f-7cd4-4ba5-b1d4-519392b32fb1
08/01/2024;Scholarship;Bills & Fees;Savings Bank;40000;EXPENSE;;;;;;;c6424fc9-89bd-4b4a-98a3-e7b725236291
07/01/2024;Juice;Food & Drinks;Cash;25000;EXPENSE;;;;;;;a64977ee-015c-4a62-bb84-7134a2d35f55
07/01/2024;Gala nyt;Bills & Fees;Savings Bank;600000;EXPENSE;;;;;;;61dab4a8-4da2-458e-8d60-d2c686574151
07/01/2024;Parking;Bills & Fees;Savings Bank;15000;EXPENSE;;;;;;;0d8de94b-38b2-4364-aa40-39e8d234817d
07/01/2024;Stationary;Bills & Fees;Savings Bank;72000;EXPENSE;;;;;;;2547211d-5d50-483a-8225-f077ad54d5e0
06/01/2024;Auto;Transport;Cash;20000;EXPENSE;;;;;;;d797f742-d7c8-4344-b5cc-c58aa6c0fcf8
06/01/2024;Bus;Transport;Cash;10000;EXPENSE;;;;;;;e75f945f-0986-4222-9c1c-58839b645150
06/01/2024;Auto;Transport;Cash;20000;EXPENSE;;;;;;;593376ba-9009-4dbe-a7fc-b0aab77f2a86
04/01/2024;Snacks;Food & Drinks;Savings Bank;60000;EXPENSE;;;;;;;79fcbca7-4bbd-4ac9-a3ee-76c6663b6252
04/01/2024;Auto;Transport;Cash;20000;EXPENSE;;;;;;;a40a2cfb-b43f-49ca-9e28-49bfc915b071
02/01/2024;Auto;Transport;Cash;20000;EXPENSE;;;;;;;8139b955-d2d0-4155-9962-85b5c088d0d4
02/01/2024;Snacks;Food & Drinks;Savings Bank;50000;EXPENSE;;;;;;;7d6bedb3-c626-44d2-b41e-ffd416862e62
02/01/2024;Auto;Transport;Savings Bank;20000;EXPENSE;;;;;;;197883a7-a5d4-4098-9b61-eab1bf02ee18
02/01/2024;Bus;Transport;Cash;10000;EXPENSE;;;;;;;8ca07f59-8da9-440a-8b5c-7607697c86ef
01/01/2024;Cake;Food & Drinks;Savings Bank;300000;EXPENSE;;;;;;;ef6a730e-df15-4196-b8ce-0957a2756605
01/01/2024;Party;Bills & Fees;Savings Bank;350000;EXPENSE;;;;;;;7a9b8b35-3fd9-4c1d-97dd-96c956c79c24
30/12/2023;Breakfast;Food & Drinks;Savings Bank;30000;EXPENSE;;;;;;;7f731550-8f09-4bdb-b2d4-844c7a5bc2eb
29/12/2023;Goje Payback;Bills & Fees;Savings Bank;30000;INCOME;;;;;;;7cd29b8d-31a1-44a6-8c42-e500b7de2d29
29/12/2023;Snacks;Food & Drinks;Savings Bank;100000;EXPENSE;;;;;;;29bade65-f8aa-46b2-8bfd-382fd9ddc330
29/12/2023;Help;Transport;Cash;0;TRANSFER;INR;Savings Bank;100;INR;;;5f54fa70-0c1d-4e3d-8475-688a686a2e61
29/12/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;b17c4c25-b81b-4c0a-b78d-8600a6a4fd2d
29/12/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;ba6312a5-e59a-4bde-a5ae-aa4285445a7f
28/12/2023;Salary;Bills & Fees;Savings Bank;35000;INCOME;;;;;;;f3710b81-8a94-4428-9201-2549ad433814
28/12/2023;Breakfast;Food & Drinks;Savings Bank;30000;EXPENSE;;;;;;;51715b02-1f3f-407f-9a9e-9431ba36ab0f
27/12/2023;Auto;Transport;Savings Bank;20000;EXPENSE;;;;;;;91540772-f567-486e-a624-d50a242dc7ea
27/12/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;d83bdd1e-f363-4473-9f37-7c022c870bfb
27/12/2023;Stationary;Bills & Fees;Savings Bank;35000;EXPENSE;;;;;;;eafd68d0-0f52-4047-846f-548fc37f6797
27/12/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;88f10926-281c-4e31-9042-649aea871b3e
26/12/2023;Snacks;Food & Drinks;Savings Bank;30000;EXPENSE;;;;;;;b2057cd4-7448-409f-bd64-8e65271e453d
26/12/2023;Lunch;Food & Drinks;Savings Bank;70000;EXPENSE;;;;;;;925a2fb3-aeb4-44aa-ac95-66016b19dadc
26/12/2023;Adjust balance;Transport;Cash;45000;EXPENSE;;;;;;;560c90bf-384c-428b-8848-f8c5f856b0bc
26/12/2023;Breakfast;Food & Drinks;Savings Bank;35000;EXPENSE;;;;;;;68920597-14a9-4714-acda-91e6bd6858d9
25/12/2023;Bread;Food & Drinks;Savings Bank;70000;EXPENSE;;;;;;;d273d514-16d5-4562-827e-634eff37c6b3
25/12/2023;Lunch;Food & Drinks;Savings Bank;220000;EXPENSE;;;;;;;314faab6-0494-4b3d-9c84-db829002fba4
